,fecha,producto,productos_vendidos,precio_producto
18234,2009-11-23,5,3,0.96
18235,2014-11-04,19,1,7.29
18236,2015-02-28,1,4,23.06
18237,2018-10-10,9,3,21.8
18238,2011-12-05,18,2,26.59
18239,2009-09-20,12,2,0.53
18240,2017-06-05,8,2,2.11
18241,2022-12-11,13,4,1.78
18242,2000-11-28,5,4,0.96
18243,2014-10-13,3,4,10.65
18244,2013-11-06,16,2,3.75
18245,2017-10-18,11,2,3.5
18246,2014-05-13,6,3,15.76
18247,2004-05-21,2,1,3.57
18248,2005-08-18,0,2,20.15
18249,2021-06-04,11,1,3.5
18250,2000-04-12,3,3,10.65
18251,2001-10-05,2,3,3.57
18252,2008-05-07,15,3,13.53
18253,2008-04-12,8,1,2.11
18254,2023-01-27,2,4,3.57
18255,2023-02-06,14,4,2.81
18256,2005-07-28,12,4,0.53
18257,2015-05-15,5,3,0.96
18258,2015-08-04,18,1,26.59
18259,2023-08-31,19,1,7.29
18260,2010-08-21,19,3,7.29
18261,2000-08-21,3,1,10.65
18262,2021-10-16,11,1,3.5
18263,2001-05-11,13,2,1.78
18264,2019-05-30,4,4,9.13
18265,2013-08-17,6,3,15.76
18266,2017-02-27,17,2,23.49
18267,2014-04-25,15,1,13.53
18268,2017-07-20,4,2,9.13
18269,2015-05-14,7,2,26.32
18270,2017-12-20,7,2,26.32
18271,2011-12-05,2,2,3.57
18272,2004-09-29,15,4,13.53
18273,2012-02-18,4,2,9.13
18274,2007-07-29,3,2,10.65
18275,2020-01-29,8,3,2.11
18276,2011-03-27,1,3,23.06
18277,2014-12-17,13,1,1.78
18278,2019-01-20,10,1,3.35
18279,2022-08-05,8,2,2.11
18280,2010-03-12,18,3,26.59
18281,2019-03-28,5,4,0.96
18282,2015-06-09,15,1,13.53
18283,2007-08-17,17,3,23.49
18284,2005-04-18,4,2,9.13
18285,2016-08-26,10,4,3.35
18286,2020-10-09,7,3,26.32
18287,2013-04-23,9,1,21.8
18288,2000-10-25,4,4,9.13
18289,2003-06-12,11,1,3.5
18290,2019-08-19,4,2,9.13
18291,2013-04-27,19,2,7.29
18292,2010-07-26,11,1,3.5
18293,2008-12-01,18,3,26.59
18294,2006-11-13,5,1,0.96
18295,2021-09-19,8,4,2.11
18296,2021-04-27,16,1,3.75
18297,2004-01-09,3,3,10.65
18298,2019-02-14,3,4,10.65
18299,2015-11-06,10,1,3.35
18300,2010-10-01,15,3,13.53
18301,2013-03-25,14,1,2.81
18302,2012-10-09,19,1,7.29
18303,2001-03-04,8,4,2.11
18304,2012-06-15,1,2,23.06
18305,2019-06-13,9,4,21.8
18306,2018-04-16,6,2,15.76
18307,2021-04-08,10,1,3.35
18308,2004-11-01,13,3,1.78
18309,2012-11-01,12,2,0.53
18310,2004-11-29,19,1,7.29
18311,2020-08-11,19,2,7.29
18312,2011-05-30,3,2,10.65
18313,2020-02-01,12,3,0.53
18314,2017-09-30,0,1,20.15
18315,2006-11-27,13,3,1.78
18316,2007-05-09,17,2,23.49
18317,2000-01-13,4,1,9.13
18318,2004-01-05,4,1,9.13
18319,2007-12-16,12,3,0.53
18320,2022-11-26,1,3,23.06
18321,2014-01-08,6,3,15.76
18322,2008-11-28,5,2,0.96
18323,2012-12-08,3,3,10.65
18324,2001-06-24,13,4,1.78
18325,2011-02-13,16,4,3.75
18326,2005-01-19,10,3,3.35
18327,2013-06-15,7,3,26.32
18328,2010-01-26,2,4,3.57
18329,2022-08-14,2,3,3.57
18330,2021-10-04,6,3,15.76
18331,2023-08-29,18,1,26.59
18332,2018-06-17,3,2,10.65
18333,2001-10-07,10,4,3.35
18334,2004-08-31,9,2,21.8
18335,2016-03-25,16,1,3.75
18336,2003-06-29,6,3,15.76
18337,2020-03-20,10,3,3.35
18338,2013-07-23,17,2,23.49
18339,2016-12-01,0,1,20.15
18340,2012-07-11,16,3,3.75
18341,2004-01-20,4,4,9.13
18342,2013-06-09,18,2,26.59
18343,2011-01-23,8,2,2.11
18344,2022-08-24,7,1,26.32
18345,2013-05-14,1,2,23.06
18346,2019-11-16,19,1,7.29
18347,2000-07-21,7,4,26.32
18348,2015-03-15,9,3,21.8
18349,2016-03-30,2,1,3.57
18350,2022-02-22,9,1,21.8
18351,2016-11-07,18,3,26.59
18352,2013-10-23,10,2,3.35
18353,2011-04-05,18,4,26.59
18354,2016-06-18,5,3,0.96
18355,2001-11-17,11,3,3.5
18356,2010-01-11,1,1,23.06
18357,2004-05-04,4,3,9.13
18358,2018-05-10,8,1,2.11
18359,2019-08-11,9,4,21.8
18360,2022-04-11,2,3,3.57
18361,2012-05-26,8,3,2.11
18362,2023-06-03,2,1,3.57
18363,2014-04-05,9,1,21.8
18364,2002-04-05,16,2,3.75
18365,2023-11-02,15,4,13.53
18366,2016-10-23,13,2,1.78
18367,2014-08-02,3,1,10.65
18368,2015-03-07,14,4,2.81
18369,2008-12-27,10,4,3.35
18370,2000-09-28,14,4,2.81
18371,2023-05-31,12,3,0.53
18372,2016-05-08,10,1,3.35
18373,2021-03-13,8,3,2.11
18374,2023-01-25,18,4,26.59
18375,2016-08-16,13,2,1.78
18376,2006-04-04,17,1,23.49
18377,2016-03-18,11,4,3.5
18378,2001-11-08,19,2,7.29
18379,2005-06-12,15,1,13.53
18380,2018-12-12,12,4,0.53
18381,2003-07-06,3,2,10.65
18382,2023-08-20,3,1,10.65
18383,2014-05-10,12,3,0.53
18384,2009-01-24,9,3,21.8
18385,2012-10-13,0,4,20.15
18386,2018-10-19,14,2,2.81
18387,2015-02-09,7,4,26.32
18388,2013-07-19,0,4,20.15
18389,2007-06-26,7,3,26.32
18390,2009-11-10,9,4,21.8
18391,2003-05-28,13,4,1.78
18392,2003-10-19,3,4,10.65
18393,2012-09-19,19,3,7.29
18394,2005-01-13,15,4,13.53
18395,2018-08-11,10,1,3.35
18396,2023-12-25,18,2,26.59
18397,2012-12-22,16,4,3.75
18398,2005-04-19,10,4,3.35
18399,2020-01-29,2,3,3.57
18400,2003-07-12,13,3,1.78
18401,2020-05-13,9,2,21.8
18402,2015-01-24,19,1,7.29
18403,2005-04-07,12,1,0.53
18404,2012-06-16,10,4,3.35
18405,2014-08-09,11,4,3.5
18406,2016-04-30,18,4,26.59
18407,2012-07-13,12,1,0.53
18408,2013-11-13,14,4,2.81
18409,2014-03-22,13,2,1.78
18410,2017-03-27,4,1,9.13
18411,2001-06-07,6,1,15.76
18412,2006-05-12,5,4,0.96
18413,2019-10-24,5,4,0.96
18414,2004-06-29,4,4,9.13
18415,2000-10-11,18,3,26.59
18416,2022-08-10,19,4,7.29
18417,2015-07-06,8,3,2.11
18418,2010-12-24,3,2,10.65
18419,2010-08-03,13,3,1.78
18420,2011-11-05,16,1,3.75
18421,2010-12-16,3,1,10.65
18422,2007-01-19,0,2,20.15
18423,2004-04-26,12,1,0.53
18424,2019-05-06,17,3,23.49
18425,2018-12-14,8,1,2.11
18426,2005-01-15,12,3,0.53
18427,2020-07-16,19,4,7.29
18428,2016-01-13,0,3,20.15
18429,2013-06-02,12,4,0.53
18430,2014-08-30,4,4,9.13
18431,2013-03-14,5,2,0.96
18432,2005-08-26,15,2,13.53
18433,2009-12-17,16,2,3.75
18434,2022-05-21,0,2,20.15
18435,2009-09-02,14,2,2.81
18436,2003-01-02,15,1,13.53
18437,2012-09-18,0,4,20.15
18438,2012-03-15,6,3,15.76
18439,2015-12-14,10,1,3.35
18440,2022-07-28,0,2,20.15
18441,2022-05-28,2,2,3.57
18442,2006-12-30,19,4,7.29
18443,2006-07-29,3,3,10.65
18444,2012-08-02,1,1,23.06
18445,2012-05-08,4,3,9.13
18446,2007-09-15,10,1,3.35
18447,2017-07-18,15,2,13.53
18448,2002-06-09,14,3,2.81
18449,2011-01-04,0,3,20.15
18450,2023-09-17,10,4,3.35
18451,2023-12-02,12,2,0.53
18452,2012-06-10,14,4,2.81
18453,2015-03-29,3,1,10.65
18454,2001-09-21,1,1,23.06
18455,2010-02-13,17,2,23.49
18456,2016-07-16,4,3,9.13
18457,2021-12-11,6,2,15.76
18458,2009-07-03,12,2,0.53
18459,2017-05-21,8,1,2.11
18460,2014-10-20,10,4,3.35
18461,2018-06-19,0,1,20.15
18462,2018-12-05,11,2,3.5
18463,2005-04-15,3,4,10.65
18464,2002-05-17,4,1,9.13
18465,2000-09-26,1,1,23.06
18466,2004-02-15,19,4,7.29
18467,2000-09-26,3,3,10.65
18468,2008-07-10,9,1,21.8
18469,2009-11-11,16,1,3.75
18470,2010-03-30,15,3,13.53
18471,2003-06-14,11,1,3.5
18472,2011-11-09,1,2,23.06
18473,2010-01-23,1,1,23.06
18474,2004-01-22,4,1,9.13
18475,2006-02-10,15,3,13.53
18476,2010-03-25,17,3,23.49
18477,2021-07-17,6,4,15.76
18478,2001-06-10,16,1,3.75
18479,2020-05-11,7,2,26.32
18480,2011-11-11,2,3,3.57
18481,2020-07-28,4,4,9.13
18482,2006-12-16,15,4,13.53
18483,2008-03-16,0,1,20.15
18484,2008-08-03,10,1,3.35
18485,2008-12-11,5,3,0.96
18486,2013-08-27,6,3,15.76
18487,2005-09-17,1,4,23.06
18488,2007-10-23,2,4,3.57
18489,2007-03-19,9,1,21.8
18490,2014-02-25,4,2,9.13
18491,2001-07-07,12,4,0.53
18492,2007-08-27,18,2,26.59
18493,2019-02-18,5,4,0.96
18494,2008-02-13,19,3,7.29
18495,2000-05-24,11,1,3.5
18496,2010-03-24,0,1,20.15
18497,2018-08-02,6,1,15.76
18498,2023-01-25,5,2,0.96
18499,2012-11-15,2,3,3.57
18500,2016-03-02,7,1,26.32
18501,2005-02-16,19,4,7.29
18502,2022-10-17,19,2,7.29
18503,2006-07-17,4,2,9.13
18504,2007-12-23,5,3,0.96
18505,2017-04-22,2,4,3.57
18506,2011-10-03,12,1,0.53
18507,2003-05-15,14,2,2.81
18508,2019-05-06,11,3,3.5
18509,2014-03-11,3,2,10.65
18510,2000-12-08,14,3,2.81
18511,2006-07-23,7,1,26.32
18512,2004-09-14,8,1,2.11
18513,2013-08-07,5,3,0.96
18514,2021-09-03,8,2,2.11
18515,2016-10-30,6,1,15.76
18516,2022-04-04,13,4,1.78
18517,2021-02-01,8,3,2.11
18518,2011-11-13,3,1,10.65
18519,2002-01-20,5,4,0.96
18520,2016-12-29,1,3,23.06
18521,2014-09-08,9,1,21.8
18522,2009-10-08,16,4,3.75
18523,2012-08-04,0,3,20.15
18524,2001-03-15,10,3,3.35
18525,2005-09-03,9,3,21.8
18526,2006-05-07,14,3,2.81
18527,2017-01-03,16,2,3.75
18528,2004-02-24,15,4,13.53
18529,2013-01-01,7,3,26.32
18530,2015-08-03,7,3,26.32
18531,2020-12-05,10,3,3.35
18532,2001-03-07,6,2,15.76
18533,2016-12-25,16,1,3.75
18534,2004-12-06,4,2,9.13
18535,2014-12-08,0,4,20.15
18536,2009-03-01,17,1,23.49
18537,2005-12-08,10,2,3.35
18538,2004-10-05,1,4,23.06
18539,2019-07-11,8,1,2.11
18540,2009-12-15,9,2,21.8
18541,2001-07-06,16,4,3.75
18542,2011-02-12,15,2,13.53
18543,2014-02-15,16,2,3.75
18544,2013-07-01,4,3,9.13
18545,2002-09-13,5,4,0.96
18546,2008-08-13,11,4,3.5
18547,2012-10-24,12,4,0.53
18548,2001-07-31,6,1,15.76
18549,2016-09-09,14,3,2.81
18550,2017-08-17,14,2,2.81
18551,2017-05-31,5,2,0.96
18552,2016-09-29,3,1,10.65
18553,2014-10-25,19,2,7.29
18554,2020-01-13,16,1,3.75
18555,2005-11-04,16,2,3.75
18556,2013-02-10,14,3,2.81
18557,2007-12-16,6,2,15.76
18558,2022-03-16,4,2,9.13
18559,2018-06-07,6,1,15.76
18560,2014-04-16,0,3,20.15
18561,2022-04-18,8,2,2.11
18562,2008-03-09,17,2,23.49
18563,2010-04-06,18,1,26.59
18564,2020-05-29,0,2,20.15
18565,2019-08-27,9,4,21.8
18566,2001-06-05,1,1,23.06
18567,2012-01-06,10,3,3.35
18568,2023-04-01,9,2,21.8
18569,2012-10-25,3,2,10.65
18570,2001-06-26,6,3,15.76
18571,2018-03-20,5,2,0.96
18572,2013-03-05,15,2,13.53
18573,2010-10-27,1,2,23.06
18574,2020-10-01,17,1,23.49
18575,2021-11-14,4,1,9.13
18576,2008-07-28,5,3,0.96
18577,2017-11-19,12,3,0.53
18578,2007-09-27,15,4,13.53
18579,2004-12-08,8,4,2.11
18580,2022-01-26,4,4,9.13
18581,2011-08-27,4,1,9.13
18582,2023-10-17,18,3,26.59
18583,2022-09-14,9,2,21.8
18584,2000-09-16,18,2,26.59
18585,2013-06-18,3,2,10.65
18586,2009-11-29,14,4,2.81
18587,2000-01-19,2,4,3.57
18588,2022-08-13,13,4,1.78
18589,2020-06-01,8,4,2.11
18590,2017-05-11,13,1,1.78
18591,2015-01-27,18,2,26.59
18592,2022-09-28,11,3,3.5
18593,2008-10-29,15,2,13.53
18594,2001-05-26,8,3,2.11
18595,2012-11-11,17,3,23.49
18596,2017-09-21,18,1,26.59
18597,2003-01-18,9,3,21.8
18598,2006-09-30,5,1,0.96
18599,2023-11-18,14,4,2.81
18600,2018-07-15,6,3,15.76
18601,2010-12-14,17,2,23.49
18602,2020-01-05,3,4,10.65
18603,2016-11-14,9,1,21.8
18604,2022-03-23,19,2,7.29
18605,2017-08-14,16,1,3.75
18606,2021-02-09,11,2,3.5
18607,2015-02-27,16,4,3.75
18608,2003-06-18,2,3,3.57
18609,2015-12-25,4,3,9.13
18610,2002-01-03,5,3,0.96
18611,2010-02-07,4,3,9.13
18612,2019-08-29,17,3,23.49
18613,2010-11-18,11,1,3.5
18614,2016-12-02,3,4,10.65
18615,2013-01-17,14,2,2.81
18616,2004-05-15,19,1,7.29
18617,2017-07-23,19,1,7.29
18618,2019-09-11,15,3,13.53
18619,2020-02-08,18,2,26.59
18620,2018-02-21,9,2,21.8
18621,2017-08-09,13,1,1.78
18622,2007-11-07,0,1,20.15
18623,2023-03-16,18,3,26.59
18624,2019-12-19,4,1,9.13
18625,2017-07-02,3,4,10.65
18626,2015-05-12,16,3,3.75
18627,2020-05-28,2,3,3.57
18628,2018-08-03,17,1,23.49
18629,2008-05-25,9,4,21.8
18630,2016-08-21,19,1,7.29
18631,2017-01-12,16,1,3.75
18632,2018-05-09,17,2,23.49
18633,2013-01-20,0,2,20.15
18634,2005-10-10,18,2,26.59
18635,2023-08-09,4,4,9.13
18636,2022-05-02,11,3,3.5
18637,2009-08-31,13,4,1.78
18638,2000-05-19,7,4,26.32
18639,2009-12-26,3,2,10.65
18640,2010-05-06,8,1,2.11
18641,2000-06-02,16,4,3.75
18642,2005-10-18,11,1,3.5
18643,2003-05-19,9,1,21.8
18644,2012-12-27,16,1,3.75
18645,2000-08-06,11,3,3.5
18646,2008-07-31,9,3,21.8
18647,2002-01-24,7,2,26.32
18648,2019-06-09,17,1,23.49
18649,2008-07-07,3,4,10.65
18650,2006-05-17,0,4,20.15
18651,2020-09-23,9,4,21.8
18652,2016-01-30,11,2,3.5
18653,2021-01-03,9,3,21.8
18654,2018-08-29,18,3,26.59
18655,2001-01-08,1,3,23.06
18656,2008-03-02,15,1,13.53
18657,2023-04-05,1,3,23.06
18658,2005-02-23,1,3,23.06
18659,2003-09-10,11,4,3.5
18660,2006-01-25,6,3,15.76
18661,2013-03-14,16,4,3.75
18662,2013-07-18,5,2,0.96
18663,2015-04-03,16,4,3.75
18664,2017-07-19,13,2,1.78
18665,2011-01-24,11,3,3.5
18666,2002-04-26,4,1,9.13
18667,2021-04-02,9,1,21.8
18668,2012-12-21,8,3,2.11
18669,2001-09-29,7,1,26.32
18670,2004-08-27,14,2,2.81
18671,2009-06-28,19,4,7.29
18672,2001-09-01,6,2,15.76
18673,2003-03-28,3,1,10.65
18674,2010-04-19,9,3,21.8
18675,2013-04-23,1,3,23.06
18676,2004-01-06,1,1,23.06
18677,2005-01-30,8,2,2.11
18678,2012-11-19,2,1,3.57
18679,2002-01-21,7,3,26.32
18680,2011-04-09,6,1,15.76
18681,2014-10-22,17,4,23.49
18682,2001-01-31,18,1,26.59
18683,2014-02-27,6,4,15.76
18684,2012-03-14,17,4,23.49
18685,2022-06-24,12,3,0.53
18686,2012-01-22,0,4,20.15
18687,2017-08-20,9,2,21.8
18688,2004-01-28,7,2,26.32
18689,2001-10-25,18,3,26.59
18690,2017-02-18,12,2,0.53
18691,2000-10-11,10,2,3.35
18692,2012-08-29,9,3,21.8
18693,2005-08-20,19,2,7.29
18694,2015-03-26,18,1,26.59
18695,2007-10-07,7,1,26.32
18696,2004-11-07,6,1,15.76
18697,2006-11-04,5,3,0.96
18698,2022-05-07,8,2,2.11
18699,2023-06-25,9,1,21.8
18700,2014-09-22,14,1,2.81
18701,2001-02-06,15,3,13.53
18702,2008-11-27,11,3,3.5
18703,2022-04-13,5,4,0.96
18704,2006-09-01,11,4,3.5
18705,2021-06-14,10,1,3.35
18706,2003-12-24,3,4,10.65
18707,2018-02-26,5,1,0.96
18708,2010-06-01,12,1,0.53
18709,2008-10-05,2,1,3.57
18710,2001-04-17,4,4,9.13
18711,2017-01-22,19,3,7.29
18712,2008-04-09,15,2,13.53
18713,2000-03-15,16,1,3.75
18714,2000-02-04,19,2,7.29
18715,2019-01-28,1,3,23.06
18716,2007-10-27,18,4,26.59
18717,2009-03-22,6,1,15.76
18718,2005-11-27,19,2,7.29
18719,2023-10-03,6,1,15.76
18720,2013-03-07,10,2,3.35
18721,2010-11-15,13,1,1.78
18722,2019-08-17,5,2,0.96
18723,2021-03-10,14,1,2.81
18724,2007-11-14,11,1,3.5
18725,2019-07-16,15,1,13.53
18726,2006-03-22,7,4,26.32
18727,2020-09-18,13,1,1.78
18728,2014-10-05,14,1,2.81
18729,2012-02-28,18,2,26.59
18730,2013-08-06,19,2,7.29
18731,2011-10-23,17,4,23.49
18732,2009-12-16,8,2,2.11
18733,2000-08-29,3,1,10.65
18734,2013-07-18,18,3,26.59
18735,2009-08-18,3,2,10.65
18736,2017-07-06,2,3,3.57
18737,2000-07-26,4,2,9.13
18738,2009-03-31,0,3,20.15
18739,2013-09-23,8,3,2.11
18740,2008-03-11,15,1,13.53
18741,2008-01-29,11,1,3.5
18742,2004-10-18,13,4,1.78
18743,2018-05-08,17,1,23.49
18744,2012-06-07,1,4,23.06
18745,2007-03-14,17,3,23.49
18746,2016-02-03,5,2,0.96
18747,2011-10-07,17,3,23.49
18748,2012-11-01,8,1,2.11
18749,2004-07-21,11,2,3.5
18750,2013-08-19,9,2,21.8
18751,2015-12-03,2,4,3.57
18752,2014-08-05,3,3,10.65
18753,2022-09-16,3,2,10.65
18754,2000-12-23,7,2,26.32
18755,2015-07-15,12,3,0.53
18756,2016-03-29,9,2,21.8
18757,2016-02-16,1,2,23.06
18758,2006-02-10,16,2,3.75
18759,2014-03-19,15,3,13.53
18760,2012-05-12,1,2,23.06
18761,2011-02-28,9,1,21.8
18762,2018-11-09,17,2,23.49
18763,2004-11-23,3,3,10.65
18764,2018-06-01,7,1,26.32
18765,2008-10-08,12,2,0.53
18766,2005-03-08,1,1,23.06
18767,2012-05-04,9,3,21.8
18768,2018-02-13,3,4,10.65
18769,2001-04-15,13,2,1.78
18770,2012-12-06,2,3,3.57
18771,2001-06-24,9,1,21.8
18772,2008-09-09,1,2,23.06
18773,2020-05-27,19,3,7.29
18774,2005-10-25,19,1,7.29
18775,2018-11-03,19,4,7.29
18776,2014-01-05,0,1,20.15
18777,2021-04-09,17,4,23.49
18778,2015-05-25,4,1,9.13
18779,2018-12-30,16,2,3.75
18780,2019-03-31,10,3,3.35
18781,2003-08-27,13,4,1.78
18782,2013-04-17,17,3,23.49
18783,2004-01-04,17,2,23.49
18784,2021-05-07,4,2,9.13
18785,2006-12-07,17,1,23.49
18786,2013-06-19,18,1,26.59
18787,2007-07-14,19,4,7.29
18788,2012-09-20,2,4,3.57
18789,2003-01-15,3,3,10.65
18790,2008-08-29,4,1,9.13
18791,2012-07-19,0,4,20.15
18792,2019-08-30,6,3,15.76
18793,2019-06-22,9,3,21.8
18794,2015-03-23,4,4,9.13
18795,2019-08-03,19,3,7.29
18796,2013-02-14,19,4,7.29
18797,2006-02-25,4,2,9.13
18798,2012-02-04,0,4,20.15
18799,2012-11-03,7,4,26.32
18800,2001-07-17,9,1,21.8
18801,2004-06-23,5,1,0.96
18802,2006-10-02,7,2,26.32
18803,2011-01-20,2,2,3.57
18804,2009-09-09,17,1,23.49
18805,2014-09-16,15,2,13.53
18806,2019-09-08,13,4,1.78
18807,2016-04-14,8,1,2.11
18808,2022-05-29,12,3,0.53
18809,2002-01-24,4,3,9.13
18810,2022-10-29,11,3,3.5
18811,2021-12-19,0,3,20.15
18812,2010-05-11,10,1,3.35
18813,2010-04-12,13,1,1.78
18814,2004-09-13,14,3,2.81
18815,2017-11-02,19,1,7.29
18816,2002-04-28,12,3,0.53
18817,2006-05-19,16,2,3.75
18818,2015-12-14,0,2,20.15
18819,2011-10-01,7,1,26.32
18820,2000-03-15,7,1,26.32
18821,2023-09-15,2,4,3.57
18822,2023-06-05,5,2,0.96
18823,2014-10-16,10,1,3.35
18824,2020-12-31,8,2,2.11
18825,2021-10-15,4,2,9.13
18826,2020-05-20,16,3,3.75
18827,2018-04-15,6,4,15.76
18828,2001-06-08,6,4,15.76
18829,2002-11-09,2,4,3.57
18830,2004-05-16,3,4,10.65
18831,2010-07-17,2,2,3.57
18832,2005-05-24,11,1,3.5
18833,2000-10-10,1,1,23.06
18834,2003-08-21,0,4,20.15
18835,2021-08-16,6,3,15.76
18836,2021-03-06,15,3,13.53
18837,2023-11-19,12,4,0.53
18838,2002-04-18,5,3,0.96
18839,2020-03-28,15,1,13.53
18840,2021-11-23,1,3,23.06
18841,2020-03-26,10,1,3.35
18842,2023-06-03,18,2,26.59
18843,2012-07-08,17,1,23.49
18844,2008-02-27,10,1,3.35
18845,2003-05-01,19,1,7.29
18846,2008-02-15,2,2,3.57
18847,2004-04-07,2,2,3.57
18848,2017-08-31,5,3,0.96
18849,2009-10-29,0,2,20.15
18850,2004-01-09,1,1,23.06
18851,2011-12-14,9,1,21.8
18852,2022-05-08,19,2,7.29
18853,2002-03-14,0,1,20.15
18854,2004-08-08,11,4,3.5
18855,2015-04-11,6,2,15.76
18856,2003-09-13,16,1,3.75
18857,2021-02-05,7,1,26.32
18858,2003-04-03,16,1,3.75
18859,2014-01-13,17,2,23.49
18860,2007-06-04,7,2,26.32
18861,2022-11-27,11,4,3.5
18862,2000-04-09,7,3,26.32
18863,2015-09-01,6,3,15.76
18864,2003-01-06,7,3,26.32
18865,2015-11-30,2,2,3.57
18866,2012-11-11,7,2,26.32
18867,2007-12-01,12,3,0.53
18868,2023-02-14,3,3,10.65
18869,2017-06-12,15,4,13.53
18870,2009-09-05,19,4,7.29
18871,2009-02-27,2,2,3.57
18872,2000-04-10,10,2,3.35
18873,2015-11-09,1,4,23.06
18874,2023-02-16,7,1,26.32
18875,2009-02-25,17,2,23.49
18876,2014-11-05,3,4,10.65
18877,2017-04-06,12,4,0.53
18878,2011-02-19,15,1,13.53
18879,2022-06-21,2,2,3.57
18880,2010-06-04,15,3,13.53
18881,2011-02-08,6,4,15.76
18882,2007-11-20,7,4,26.32
18883,2016-11-11,5,2,0.96
18884,2005-03-18,1,1,23.06
18885,2008-11-20,13,2,1.78
18886,2017-11-10,4,3,9.13
18887,2002-12-21,5,4,0.96
18888,2016-02-04,9,3,21.8
18889,2008-01-05,11,4,3.5
18890,2001-10-15,17,4,23.49
18891,2014-03-03,14,4,2.81
18892,2022-08-07,3,4,10.65
18893,2023-07-25,17,4,23.49
18894,2021-08-29,19,1,7.29
18895,2023-08-17,18,3,26.59
18896,2022-06-05,19,1,7.29
18897,2016-11-10,17,1,23.49
18898,2009-02-03,10,2,3.35
18899,2023-05-12,2,3,3.57
18900,2003-05-09,14,3,2.81
18901,2022-01-06,10,2,3.35
18902,2013-10-19,4,3,9.13
18903,2000-04-11,10,3,3.35
18904,2011-03-05,12,4,0.53
18905,2000-03-17,1,3,23.06
18906,2011-06-01,5,3,0.96
18907,2014-12-13,16,3,3.75
18908,2021-01-13,14,3,2.81
18909,2014-10-31,16,4,3.75
18910,2014-12-15,17,2,23.49
18911,2009-07-23,15,3,13.53
18912,2006-02-21,8,2,2.11
18913,2020-02-01,15,2,13.53
18914,2004-08-08,9,2,21.8
18915,2022-11-05,9,4,21.8
18916,2011-04-20,18,2,26.59
18917,2000-11-13,11,1,3.5
18918,2018-12-25,2,1,3.57
18919,2002-12-16,0,1,20.15
18920,2003-12-05,6,2,15.76
18921,2012-08-20,18,2,26.59
18922,2014-01-31,8,1,2.11
18923,2008-02-09,11,3,3.5
18924,2005-03-23,10,3,3.35
18925,2002-02-07,16,4,3.75
18926,2002-02-10,15,1,13.53
18927,2013-10-05,5,2,0.96
18928,2003-04-29,6,4,15.76
18929,2011-04-30,7,1,26.32
18930,2013-07-16,16,1,3.75
18931,2015-01-05,11,2,3.5
18932,2008-07-29,18,2,26.59
18933,2001-06-02,2,2,3.57
18934,2006-12-03,19,1,7.29
18935,2009-02-20,8,3,2.11
18936,2023-06-30,18,1,26.59
18937,2000-01-05,7,4,26.32
18938,2023-08-21,19,3,7.29
18939,2014-09-26,2,1,3.57
18940,2008-08-27,5,2,0.96
18941,2009-04-27,15,4,13.53
18942,2001-11-14,17,1,23.49
18943,2010-07-13,19,1,7.29
18944,2020-06-26,19,2,7.29
18945,2006-08-20,7,4,26.32
18946,2009-02-23,17,4,23.49
18947,2017-05-28,13,4,1.78
18948,2014-08-24,18,3,26.59
18949,2006-07-29,13,1,1.78
18950,2014-04-30,18,4,26.59
18951,2010-07-14,12,4,0.53
18952,2020-11-02,5,4,0.96
18953,2009-04-12,11,3,3.5
18954,2015-11-08,2,2,3.57
18955,2003-06-17,0,3,20.15
18956,2011-09-06,5,3,0.96
18957,2010-05-24,1,3,23.06
18958,2004-09-20,19,2,7.29
18959,2023-03-03,8,3,2.11
18960,2023-05-26,10,2,3.35
18961,2008-02-08,16,4,3.75
18962,2013-08-13,19,4,7.29
18963,2000-01-17,18,4,26.59
18964,2004-12-16,2,1,3.57
18965,2003-04-06,17,3,23.49
18966,2004-03-18,2,2,3.57
18967,2018-10-09,17,4,23.49
18968,2001-01-16,13,4,1.78
18969,2022-09-05,14,1,2.81
18970,2019-01-13,2,4,3.57
18971,2005-07-04,1,1,23.06
18972,2013-06-23,13,2,1.78
18973,2004-12-19,10,3,3.35
18974,2017-02-12,1,4,23.06
18975,2018-06-21,12,2,0.53
18976,2002-11-21,1,3,23.06
18977,2007-07-05,4,2,9.13
18978,2006-10-11,10,2,3.35
18979,2019-10-21,0,4,20.15
18980,2018-10-11,16,1,3.75
18981,2020-01-17,5,3,0.96
18982,2022-11-13,13,3,1.78
18983,2009-03-13,10,1,3.35
18984,2013-04-30,1,2,23.06
18985,2006-08-28,6,2,15.76
18986,2008-10-15,13,4,1.78
18987,2005-02-02,1,3,23.06
18988,2015-02-09,17,4,23.49
18989,2004-08-16,18,4,26.59
18990,2000-05-12,18,4,26.59
18991,2022-10-28,1,1,23.06
18992,2016-05-10,16,3,3.75
18993,2005-08-08,19,2,7.29
18994,2018-07-03,6,2,15.76
18995,2023-11-03,4,1,9.13
18996,2019-11-20,13,3,1.78
18997,2014-01-26,9,1,21.8
18998,2012-10-20,11,4,3.5
18999,2012-12-19,10,1,3.35
19000,2000-08-01,3,2,10.65
19001,2005-11-18,9,1,21.8
19002,2016-09-13,2,3,3.57
19003,2009-04-23,4,3,9.13
19004,2022-12-04,8,2,2.11
19005,2010-12-10,2,1,3.57
19006,2019-05-07,8,2,2.11
19007,2018-10-16,10,2,3.35
19008,2001-05-23,8,3,2.11
19009,2013-06-02,3,2,10.65
