Nombre empresaAlfabeto latino,NACE Rev. 2 Código principal (4 digitos),Código de consolidación,Último año disponible,"Ingresos explotación (Cifra ventas)
mil USD Últ, año disp,","Número de empleados
Últ. año disp.","Ciudad
Latin Alphabet","Activos fijos
mil USD Últ. año disp.","Activo circulante
mil USD Últ. año disp.","Activos totales
mil USD Últ. año disp.","Fondos de los accionistas
mil USD Últ. año disp.","Deuda a largo plazo
mil USD Últ. año disp.","Ingresos explotación (Cifra ventas)
mil USD Últ. año disp.","Resultado actividades ordinarias
mil USD Últ. año disp.","P/G por periodo [=ingresos netos]
mil USD Últ. año disp.","ROE - base: result. antes impuestos
Últ. año disp.","ROA utilizando Ingresos Netos
Últ. año disp.","Margen de beneficio
Últ. año disp."
IMAZU PUBLICIDAD SL,1392,U1,2022,2199.45543170507,21,SANTA CRUZ DE TENERIFE,1302.09068281251,793.592384595895,2095.68306740841,486.616412419283,1022.19275982618,2199.45543170507,37.4856710128248,37.4856710128248,8.626,1.789,1.908
ROMAFIL FRANCE SLU,1394,U1,2022,2192.39835191957,14,COX,322.164231563467,880.384827417922,1202.54905898139,441.989399194789,244.697377381134,2192.39835191957,65.9062489789724,65.9062489789724,19.936,5.481,4.019
LAMAS Y ESTANTERIAS SL,1310,U1,2021,2182.66955953467,19,RIBA-ROJA DE TURIA,381.61594648447,844.339858729148,1225.95580521362,349.066044314218,503.754113913059,2182.66955953467,-76.7971179673505,-76.7971179673505,-29.333,-6.264,-4.691
CORDEMAR SL,1394,U1,2022,2177.84226604941,9,COX,159.76816653915,1468.11268479515,1627.8808513343,504.373416683686,386.072227733177,2177.84226604941,23.7391448202431,23.7391448202431,6.276,1.458,1.453
VIALMAN SL,1399,U1,2022,2167.42029846374,23,BOCAIRENT,900.845821374983,898.018084809697,1798.86390618468,615.527706439191,517.417555115265,2167.42029846374,25.7296114532411,25.7296114532411,5.6,1.43,1.59
ACABADOS BANERES SA,1330,U1,2021,2149.63687515736,14,BANYERES DE MARIOLA,302.009933317995,1245.89918640161,1547.9091197196,997.032943494415,0.0,2149.63687515736,160.304610738952,160.304610738952,21.094,10.356,9.784
AREA CUBICA SL,1399,U1,2022,2147.67996311692,12,SANTA COLOMA DE FARNERS,131.304177973831,1561.5823923915,1692.88657036533,622.861089888722,52.7449445936084,2147.67996311692,105.349834008414,105.349834008414,22.552,6.223,6.54
GALICIA TEXTIL SA,1320,U1,2022,2141.72684473315,26,NEDA,7009.60248779482,2454.26452527932,9463.86701307415,8626.85110212034,0.0,2141.72684473315,-217.298943036574,-217.298943036574,-2.519,-2.296,-10.146
RABADAN Y ASOCIADOS SA,1392,U1,2022,2139.75409431766,15,MADRID,106.974776996785,516.078418125767,623.053195122552,254.454085533983,65.6500411158979,2139.75409431766,58.5440780092537,58.5440780092537,30.848,9.396,3.668
BYRTEX-LAN SA,1320,U1,1997,2127.98849258351,10,TERRASSA,13.1632566926479,1129.87029547119,1143.03355216384,317.804480466127,0.0,2127.98849258351,-40.8171381747723,-37.728673640728,-12.843,-3.301,-1.918
TEXTILES BEO S.L.,1320,U1,2003,2117.23671628806,7,L'ALQUERIA D'ASNAR,873.83188412611,1404.61847463356,2278.45035875967,111.597274392245,265.759942149873,2117.23671628806,-315.294139898326,-52.9884964995146,-282.529,-2.326,-14.892
RMT ISOLATION SL.,1310,U1,2021,2115.70624260428,7,SANTA EULALIA DE RONCANA,803.000910216951,1597.32698550696,2400.32789572392,1652.61328387542,359.909922089982,2115.70624260428,68.4965394860101,68.4965394860101,5.448,2.854,4.255
VICTORIANO CALATAYUD SL,1320,U1,2021,2108.2940305001,6,BANYERES DE MARIOLA,223.763980578732,715.974507572079,939.738488150811,335.081352625823,204.667648508692,2108.2940305001,56.8754827052665,56.8754827052665,22.302,6.052,3.545
QUADROMANIA S.L.,1320,U1,2022,2107.73418038443,5,TERRASSA,585.194683592611,1116.56066151759,1701.7553451102,219.108045092589,886.150554937595,2107.73418038443,61.2073342674553,61.2073342674553,34.786,3.597,3.616
LUIS HERNANDEZ LOPEZ SL,1392,U1,2022,2101.41712758927,8,COCENTAINA,145.975093944901,1492.52674177358,1638.50183571848,1134.85966897795,68.9056547318935,2101.41712758927,131.903873536104,131.903873536104,15.497,8.05,8.369
CORTE TEXTIL PAHISA SL,1392,U1,2022,2092.93216867026,19,SABADELL,65.4132560295045,687.532195328301,752.945451357806,228.808447458452,123.956864734983,2092.93216867026,20.1661965245008,20.1661965245008,11.94,2.678,1.305
TECNODIMENSION HINCHABLE SL,1399,U1,2021,2088.61673110235,15,BESCANO,61.873037390542,805.544050947332,867.417088337874,425.53458473897,88.7419636565924,2088.61673110235,78.8824061560393,78.8824061560393,24.701,9.094,5.033
CALATAYUD PUERTO SL.,1320,U1,2022,2087.94141100676,4,BANYERES DE MARIOLA,273.455192773479,673.114404747784,946.569597521263,393.915499068069,92.9781012262225,2087.94141100676,51.051739237988,51.051739237988,16.877,5.393,3.184
SHAUSA SL,1399,U1,2022,2080.95468305691,9,ALAQUAS,73.3523613284171,1485.09565781092,1558.44801913934,490.296703287524,368.967705039722,2080.95468305691,3.89673590239286,3.89673590239286,1.092,0.25,0.257
TRITURATS DE FIBRES SL,1310,U1,2022,2078.55170907183,20,ONTINYENT,2056.88167126485,1025.21176967769,3082.09344094254,1025.59115911567,629.485035354632,2078.55170907183,60.8724220281422,60.8724220281422,7.914,1.975,3.905
EMBELLECIMIENTOS TEXTILES SA,1330,U1,2020,2076.22096902472,15,LA POBLA DE CLARAMUNT,722.576440790415,990.346086037761,1712.92252682818,1097.25082975226,178.241106181514,2076.22096902472,88.1130432109594,88.1130432109594,8.03,5.144,4.244
CINTAS Y PASAMANERIA SA,1399,U1,2022,2073.53776353546,27,LA SELVA DEL CAMP,200.464728651428,1113.58815540376,1314.05288405519,374.64390219835,300.176122056498,2073.53776353546,-58.7108728372276,-58.7108728372276,-20.895,-4.468,-3.775
HILADOS DEL PUNTO SA,1310,U1,1999,2069.85001156926,4,MADRID,160.321279088855,1269.93435981154,1430.2556389004,252.110678908825,66.4151847070456,2069.85001156926,-15.9148909580708,2.63908714473248,-5.749,0.185,-0.7
EDREXA SL,1399,U1,2022,2057.19616878996,25,HUMANES DE MADRID,534.258403749228,743.093794518513,1277.35219826774,356.549585845786,247.182010223037,2057.19616878996,110.467654602345,110.467654602345,41.633,8.648,7.216
JUST LIMITS S.L.,1391,U1,2007,2052.53121902893,11,IGUALADA,489.763831863785,1495.77575447433,1985.53958633812,513.324560412598,1133.86891424881,2052.53121902893,34.0022553085327,34.0022553085327,8.639,1.712,2.161
COMIC STUDIO SL,1391,U1,2022,2050.13274167091,3,BARCELONA,339.76718686378,1287.6972640303,1627.46445089408,406.52979790588,358.979715453839,2050.13274167091,7.63153000448346,7.63153000448346,2.503,0.469,0.496
IGETEX ACOLCHADOS SL,1392,U1,2022,2048.24875366482,20,ATZENETA D'ALBAIDA,678.614847642738,1229.39346955376,1908.0083171965,1465.40310612117,131.728321926332,2048.24875366482,5.70082494081259,5.70082494081259,0.5,0.299,0.358
MANUFACTURAS TEXTILES MANJAVACAS SRL,1310,U1,2022,2043.17663579236,11,MOTA DEL CUERVO,174.375054542941,718.219265209013,892.594319751954,588.141260672879,170.038133031744,2043.17663579236,1.49829496513605,1.49829496513605,0.395,0.168,0.114
CARDATEX SL,1310,U1,2006,2033.26799442962,23,ALCOY/ALCOI,1011.88626234173,773.134116309757,1785.02037865149,676.505139865651,532.244211763187,2033.26799442962,10.6254974311495,12.0092324844575,2.331,0.673,0.776
RAFAEL CALATAYUD SL,1320,U1,2022,2027.68567547074,6,BANYERES DE MARIOLA,120.139793148369,926.232585088718,1046.37237823709,516.401107134944,63.0087461411595,2027.68567547074,47.0017436551273,47.0017436551273,11.713,4.492,2.983
TROQPELL ATV S.L.,1330,U1,2006,2025.55362574159,35,TERRASSA,657.396117926059,382.115655437157,1039.51177336322,190.088665308208,70.2317941768169,2025.55362574159,-91.5781136825895,17.869340623548,-44.148,1.719,-4.143
REMEDIOS PLA SOCIEDAD LIMITADA,1399,U1,2022,2022.67867349704,7,ONTINYENT,106.466265024763,969.550507431299,1076.01677245606,175.988339598906,245.936595330572,2022.67867349704,18.5070892879206,18.5070892879206,14.021,1.72,1.22
TORPUNT SL,1320,U1,2022,2009.07343973867,9,ONTINYENT,554.332883383733,1175.53429113875,1729.86717452248,415.263765141428,678.949898539984,2009.07343973867,9.07123665972948,9.07123665972948,2.749,0.524,0.568
CESAVAS SL,1399,U1,2022,2002.78197466524,6,BANYERES DE MARIOLA,507.440978143907,1624.91151302095,2132.35249116486,1444.44485281669,165.049049929446,2002.78197466524,230.637398930943,230.637398930943,21.29,10.816,15.354
LACOTEX SL,1391,U1,2022,2000.32681196719,6,MURO DE ALCOY,48.4900019190788,967.918727540207,1016.40872945929,355.6231055323,28.7333476000845,2000.32681196719,51.7439409738779,51.7439409738779,19.776,5.091,3.516
CORDONFIL SL,1394,U1,2022,1994.15503002234,24,BREA DE ARAGON,2548.61288686811,1305.09544289486,3853.70832976298,3398.56218056264,119.757619885731,1994.15503002234,105.303916900444,105.303916900444,4.131,2.733,7.041
TONI TIO VELAS S.L.,1330,U1,1999,1988.32663060427,12,VILASSAR DE DALT,148.967277219892,966.325818240643,1115.29309546053,228.49351115644,187.282763972878,1988.32663060427,14.7465398544073,14.7465398544073,7.968,1.322,0.916
VICENTE BARCELO VANO SL,1392,U1,2022,1987.55466600452,13,BANYERES DE MARIOLA,723.446765294921,2322.44746227557,3045.89422757049,1873.25675664588,414.253802085996,1987.55466600452,11.0836325782061,11.0836325782061,0.714,0.364,0.673
SCREEN & DIGITAL PRINTING SL.,1392,U1,2022,1986.21409017231,13,COLMENAR VIEJO,647.16526578787,1008.21010983889,1655.37537562675,241.927983807856,605.631007103509,1986.21409017231,260.412142273378,260.412142273378,143.52,15.731,17.481
IVADRIM SERVICE SL.,1392,U1,2022,1977.69982003275,18,ZARAGOZA,618.489194580305,547.77095001207,1166.26014459237,308.582921631616,343.313875480121,1977.69982003275,-72.8305275287866,-72.8305275287866,-31.253,-6.245,-4.876
NOVATEX BANERES SL,1330,U1,2022,1975.39010950692,23,BANYERES DE MARIOLA,1286.11235052072,744.860136601043,2030.97248712177,414.075626641482,1089.58426992454,1975.39010950692,24.9527110519886,24.9527110519886,7.86,1.229,1.648
MUN TEX 2009 SL,1391,U1,2021,1974.91915420511,3,ARENYS DE MUNT,139.905279777789,1017.56686248271,1157.4721422605,226.173485798836,154.723202860379,1974.91915420511,6.608428317976,6.608428317976,3.77,0.571,0.432
VAYFESA SA,1392,U1,2022,1970.05587587683,11,BANYERES DE MARIOLA,138.392990160704,1508.29341806291,1646.68640822362,1019.39301083146,103.220282802147,1970.05587587683,49.9558402617872,49.9558402617872,6.534,3.034,3.381
GLOBAL BAGS INTERNATIONAL SL,1392,U1,2021,1964.00745632293,1,PEDREGUER,551.697934378266,278.563645899081,830.261580277348,478.149769868302,124.160866991687,1964.00745632293,10.7270160760403,10.7270160760403,2.991,1.292,0.728
ARQUITECTURA TEXTIL SL,1392,U1,2022,1963.99560690847,9,MONTMELO,1097.17630374997,1362.19648645847,2459.37279020844,663.588156746364,1224.13318219959,1963.99560690847,105.142464669307,105.142464669307,20.459,4.275,6.913
ANTEK TEJIDOS ESPECIALES SOCIEDAD LIMITADA.,1320,U1,2021,1961.51357237992,15,TERRASSA,1059.50675739205,686.881562038279,1746.38831943033,203.152116037273,1244.39569347146,1961.51357237992,4.7532618597579,4.7532618597579,3.12,0.272,0.323
NOVATEX 2000 SL,1392,U1,2022,1959.22116628719,13,EL BURGO DE EBRO,238.341980334377,459.716624001479,698.058604335857,252.603343433946,31.3198086951315,1959.22116628719,8.4329728599608,8.4329728599608,5.048,1.208,0.651
JYOKO EUROPE SL.,1392,U1,2021,1955.00484686701,20,BARCELONA,224.489093947577,1014.3840970547,1238.87319100227,534.910306100965,308.695253870845,1955.00484686701,42.1918078697205,42.1918078697205,8.887,3.406,2.432
MANUFACTURAS MARTIN CASAL SL,1330,U1,2010,1949.83479136498,27,O PORRINO,772.455470274972,621.432830896089,1393.88830117106,260.991881489353,256.091974887661,1949.83479136498,-63.6881307413864,-63.6881307413864,-32.62,-4.569,-4.366
BANON TAPICEROS SLL.,1330,U1,2022,1949.75400789742,14,MADRID,195.222402832633,694.49510611158,889.717508944213,464.700096790469,55.0075754180253,1949.75400789742,109.779292624612,109.779292624612,30.246,12.339,7.209
PROTOLDO SA,1399,U1,2022,1941.58374915741,18,LEGANES,210.934746544039,777.05379959091,987.988546134949,247.60504491207,421.6572717879,1941.58374915741,33.5949603309411,33.5949603309411,17.947,3.4,2.289
WOLFRATEX SL.,1392,U1,2022,1936.248906499,4,BERGARA,440.426670954567,1304.36163311294,1744.7883040675,375.714330778772,595.039834175026,1936.248906499,-1474.40058635969,-1474.40058635969,-423.289,-84.503,-82.136
CRILPONT SL,1320,U1,2021,1933.20875809607,22,EL PONT D'ARMENTERA,602.888104452753,947.473491342616,1550.36159579537,1217.54870567336,177.152890895319,1933.20875809607,119.138045126152,119.138045126152,12.996,7.685,8.185
TEJIDOS 48 SL,1310,U1,2021,1925.47255434794,6,TERRASSA,775.165117046428,1903.36235020773,2678.52746725416,1737.29327846332,494.10030458436,1925.47255434794,37.0182357706618,37.0182357706618,2.486,1.382,2.243
GFL SL,1330,U1,2022,1925.46882813516,11,PINEDA DE MAR,335.401744482267,310.85452255773,646.256267039996,168.854954219419,23.2115727153659,1925.46882813516,135.638081008476,135.638081008476,80.328,20.988,7.044
INDUSTRIAS TEXTILES ESCALER SL,1330,U1,2022,1924.25706445655,3,LES FRANQUESES DEL VALLES,510.136392376679,859.667070966053,1369.80346334273,526.350464487362,664.344183795631,1924.25706445655,53.2693169000208,53.2693169000208,13.347,3.889,3.651
COMERCIAL RUPEREZ NAUTICA SL,1392,U1,2022,1923.83310182596,13,PREMIA DE DALT,228.99257452811,826.541541335285,1055.53411586339,855.698542252106,77.2942997171223,1923.83310182596,143.047277283033,143.047277283033,16.717,13.552,7.436
HILADOS BUFALIT SL,1310,U1,2022,1921.91441733852,24,BUFALI,398.696264624316,988.948837652212,1387.64510227653,849.499039386553,35.5612695521295,1921.91441733852,37.6927939674497,37.6927939674497,5.847,2.716,2.584
BANSODI S.L.,1392,U1,2021,1918.57681930997,16,COLMENAR VIEJO,107.094505778718,1759.76867824667,1866.86318402538,723.772347428942,436.652925547242,1918.57681930997,-2.60205859837532,-2.60205859837532,-0.367,-0.139,-0.139
LAYSTIL SA,1399,U1,2022,1910.81609768536,7,ABRERA,422.375829197145,2035.08645734193,2457.46228653908,2255.41295262532,0.0,1910.81609768536,75.2947136584997,75.2947136584997,4.462,3.064,5.267
ANTONIO PEREZ ADSUAR SA ALFOMBRAS IMPERIAL,1393,U1,2022,1910.20870127478,16,CREVILLENT,1582.72254357271,670.102829094702,2252.82537266741,1202.50071002659,457.142119486696,1910.20870127478,131.677444064142,131.677444064142,15.757,5.845,9.919
ALDECORA TAPICERIA Y DISENO SL.,1392,U1,2022,1900.90987361625,29,MARBELLA,180.143821871155,806.063012482637,986.206834353793,396.132586094338,68.0258701440036,1900.90987361625,153.782442209029,153.782442209029,52.234,15.593,10.885
GONZALEZ LLADO SA,1320,U1,2022,1896.86573366458,16,BARCELONA,1390.27719249768,2544.55708898404,3934.83428148172,3706.78393027554,0.302402286911011,1896.86573366458,-29.5217886078,-29.5217886078,-1.059,-0.75,-2.07
VIUDA DE RAFAEL GANDIA SA,1392,U1,2022,1895.33969644675,13,ALCOI/ALCOY,1955.94251412225,1742.23368096718,3698.17619508943,3221.84455356364,0.0,1895.33969644675,84.4023640247583,84.4023640247583,3.715,2.282,6.315
TEXRIS SL,1320,U1,2022,1887.98933273337,7,PORTELL DE MORELLA,94.2212122637928,1575.16187843823,1669.38309070202,1233.89199155343,0.0,1887.98933273337,156.067098312879,156.067098312879,16.865,9.349,11.022
HILATURAS ARNAU SL,1310,U1,2022,1884.09767384454,18,SABADELL,316.168171884304,1324.36685844267,1640.53503032697,536.832193642354,348.241746437788,1884.09767384454,152.975741018075,152.975741018075,28.496,9.325,8.119
MADIBO SL,1394,U1,2022,1877.86441310518,13,PEDREGUER,663.251271297997,556.97705817709,1220.22832947509,927.929630202496,2.39045210708976,1877.86441310518,158.637720405525,158.637720405525,22.502,13.001,11.119
PRODUCTIONS MATEX IBERICA SL,1392,U1,2021,1876.88154341505,29,IGUALADA,623.866297237659,742.37841080389,1366.24470804155,539.038860741735,429.180900820827,1876.88154341505,6.46291183047295,6.46291183047295,1.618,0.473,0.465
LISERCO MANRESA S.L.,1330,U1,2007,1856.33217912415,2,SANT FRUITOS DE BAGES,454.523202457581,1072.60377729332,1527.1269797509,58.114579466629,1225.78517549377,1856.33217912415,9.3050484316864,9.30505137588501,20.901,0.609,0.654
SEGURA Y SEGURA SL,1320,U1,2004,1843.29646676026,8,ALCOY/ALCOI,320.264791583096,1214.02880242668,1534.29359400977,286.92983601861,6.96390460410357,1843.29646676026,-87.2891216613589,-89.9385578573774,-43.841,-5.862,-6.824
SUIZO CAR S.L.,1330,U1,2007,1842.90791419624,7,ARONA,246.340862028809,329.272047402649,575.612909431458,17.0570379858398,253.725353768463,1842.90791419624,-19.2157538475037,-18.9524541659546,-112.656,-3.293,-1.043
TEXSAN DEL VALLES SL,1330,U1,2004,1838.53618270836,19,SABADELL,790.264156541897,450.326622536562,1240.59077907846,68.5117576665032,719.376281857773,1838.53618270836,55.5966432791626,55.5966432791626,115.927,4.481,4.32
PEDRAFORCA Y MUNTANER SL,1330,U1,2022,1837.28370502932,12,SABADELL,227.409196921796,1462.25429111193,1689.66348803373,793.259925535405,519.168090193379,1837.28370502932,348.5449806723,348.5449806723,55.135,20.628,23.805
TOLDOS MARTI SL.,1399,U1,2022,1823.59808166752,18,PALMA,679.434113375664,813.27896332851,1492.71307670417,212.547924940056,406.436577110606,1823.59808166752,136.007497741234,136.007497741234,63.989,9.111,7.458
EREMO MANAGEMENT SL,1392,U1,2022,1820.51993954037,69,SABADELL,380.956763257515,289.395788775372,670.352552032888,10.5777017769456,476.404479604846,1820.51993954037,3.41439828181267,3.41439828181267,47.27,0.509,0.275
MANUEL BRUNO FRAILE SL,1399,U1,2011,1818.06897547129,6,BEJAR,325.766379579028,3995.37344498854,4321.13982456756,1687.49456307148,179.726305224062,1818.06897547129,119.642989720373,119.642989720373,7.518,2.769,6.978
SACOS FERNANDEZ S.L.,1392,U1,2022,1812.32033864844,5,VALDERRUBIO,505.600123421127,786.696733576346,1292.29685699747,688.917270757759,102.175591267377,1812.32033864844,48.8195598289609,48.8195598289609,9.492,3.778,3.608
BENIMELI SPORT SL,1394,U1,2022,1812.15152794744,11,COX,358.803534550369,1140.18967887407,1498.99321449104,635.31895057959,505.750076643181,1812.15152794744,19.0293934579253,19.0293934579253,3.994,1.269,1.4
TOLDOS CATO SL,1392,U1,2022,1809.92111909356,18,GANDIA,685.730164826894,632.394078798908,1318.1242436258,421.077862947893,616.667677306247,1809.92111909356,30.8029879130959,30.8029879130959,9.763,2.337,2.271
MANUFACTURAS ARPE SL,1391,U1,2022,1805.79621622864,22,ARENYS DE MUNT,577.800119996434,902.925231739306,1480.72535173574,731.559779640394,264.978254682612,1805.79621622864,3.54456608335972,3.54456608335972,0.485,0.239,0.196
JERHTIM SL,1320,U1,2022,1798.29765918236,30,IGUALADA,1154.79581065882,2765.83125897934,3920.62706963817,3468.62274922042,79.9949616193771,1798.29765918236,159.7759836468,159.7759836468,6.142,4.075,11.846
ARTESANIA GRANLEI SL,1391,U1,2022,1797.3200567554,34,MOS,1225.23451016718,4625.35823504461,5850.59274521179,5668.45821138976,9.12577189156413,1797.3200567554,132.827239379084,132.827239379084,3.025,2.27,9.539
DIADEMAS Y PASADORES SL,1392,U1,2022,1796.95628233393,23,MONCADA,409.847476946098,560.522349548101,970.369826494199,679.619499032718,123.629653343976,1796.95628233393,212.1043027477,212.1043027477,41.82,21.858,15.817
ARTIFIBRA SL.,1310,U1,2003,1794.92932727957,40,BARCELONA,3219.60977787748,1296.45617393499,4516.06595307547,1561.2771577596,1877.25043430621,1794.92932727957,-286.29002124588,6.42852119590521,-18.16,0.142,-15.796
DISENO TEXTIL B.C.O. SL.,1399,U1,2016,1788.74552003099,16,MOSTOLES,34.9210007911921,1322.60892815429,1357.52992894548,180.284956187882,152.958394872079,1788.74552003099,8.74435668515682,8.74435668515682,6.467,0.644,0.652
REALTURF FACTORY SL.,1393,U1,2022,1781.3184085988,10,CREVILLENT,360.251315363741,1236.02519052994,1596.27650589368,215.562529735684,23.335735561794,1781.3184085988,10.1803401375949,10.1803401375949,4.723,0.638,0.572
GONZAGA EXPORT SL,1320,U1,2020,1780.35232050751,10,ALCOI/ALCOY,648.448329249251,2123.12530587134,2771.57363512059,1215.82622039981,937.962922613084,1780.35232050751,3.18152489562035,3.18152489562035,0.315,0.115,0.215
COMERCIAL DAYMAN SL,1394,U1,2022,1780.34665113704,7,ORIHUELA,171.674061994845,625.354436848444,797.028498843288,111.982909565943,47.7202797323823,1780.34665113704,15.929087393415,15.929087393415,20.779,1.999,1.307
SISTEMAS INTEGRALES DE FLOCADO SL,1399,U1,2022,1780.10831948139,14,POLINYA,205.389506470579,697.395350110078,902.784856580657,649.089336602724,15.2639879505217,1780.10831948139,27.4063698447526,27.4063698447526,4.222,3.036,1.54
ARREGLOS Y TRANSFORMACIONES SL,1330,U1,2014,1779.09279085622,72,MADRID,2472.8608328552,275.291131116717,2748.15196397192,727.518229649322,406.848874533582,1779.09279085622,-445.092436360884,-445.092436360884,-61.18,-16.196,-25.018
CREACIONES PREVENTIVAS SL,1394,U1,2020,1778.53464285725,6,ORIHUELA,30.8695112551391,1592.85908194417,1623.72859319931,759.833273860937,259.663807676089,1778.53464285725,171.948614599991,171.948614599991,29.732,10.59,12.702
TOATEX SL,1391,U1,2022,1774.30923939571,3,ELDA,237.919212295216,969.580297555005,1207.49950985022,798.651340630668,47.2339210317314,1774.30923939571,34.1491558256447,34.1491558256447,5.52,2.828,2.484
NUPO S.L.,1392,U1,2003,1760.15896312165,13,CUBAS,46.4831979532242,373.838378843784,420.321576797009,22.7692395582199,122.14658842659,1760.15896312165,15.1786510434151,15.1786510434151,95.235,3.611,1.232
PREFORMATEX SL,1330,U1,2021,1754.45110847712,24,LES FRANQUESES DEL VALLES,1159.78018914506,828.491122128725,1988.27131127379,1069.90740336349,640.072810949206,1754.45110847712,292.131505563719,292.131505563719,36.269,14.693,22.118
INDUSTRIA DE ENCAJES MECANICOS SA,1399,U1,2022,1744.46708696562,31,SABADELL,1612.96054307088,2096.22743845522,3709.18798152611,1949.12577013284,633.30364284451,1744.46708696562,31.0891565557957,31.0891565557957,0.609,0.838,0.681
BSGLOBALTV SL.,1330,U1,2022,1728.94305139387,29,VALENCIA,181.117285892099,452.964558605039,634.081844497138,83.1782171260893,302.401817607236,1728.94305139387,-90.841798445195,-90.841798445195,-109.213,-14.327,-5.254
TEXTILES PONGAL SL,1320,U1,2022,1727.63903752552,6,ALBAIDA,193.110151870066,743.037819377369,936.147971247435,354.06210518325,40.2938034795165,1727.63903752552,1.82581566999555,1.82581566999555,0.688,0.195,0.141
TEJIDOS INDUSTRIALES DE BURGOS SL.,1393,U1,2021,1721.23694755254,20,VILLAGONZALO PEDERNALES,1163.52642322605,575.039173118663,1738.56559634471,5.84675461120605,676.406277706575,1721.23694755254,1.43557088971138,1.43557088971138,33.454,0.083,0.114
DEMANET INTERNACIONAL SL,1396,U1,2022,1720.4104581417,26,CUBELLES,562.728887905431,584.315080326635,1147.04396823207,703.582235103685,278.382050461632,1720.4104581417,118.280230270565,118.280230270565,21.737,10.312,8.89
EVAYSER BORDADOS Y TROQUELADOS SL,1330,U1,2022,1713.31329448084,25,HUECAS,903.364020102781,2439.54358579226,3342.90760589504,3148.65116888894,1.52777577499151,1713.31329448084,361.63080181188,361.63080181188,15.03,10.818,27.622
SISTEMAS DE DESCANSO NATURCONFORT SL,1392,U1,2022,1712.14900514545,16,ALDAIA,687.217143171459,2357.84898722234,3045.0661303938,313.076334619731,2311.11034166298,1712.14900514545,7.99690432518125,7.99690432518125,3.59,0.263,0.657
DUMOCAR S.L.,1392,U1,2012,1711.06834125128,7,PARLA,775.813795686195,593.418877484928,1369.23267317112,113.499335877305,427.794970830823,1711.06834125128,6.41432752156508,6.41432752156508,7.535,0.468,0.5
ISLATOLD SL,1399,U1,2022,1708.73296430042,22,AGUIMES,1722.37511306708,995.745934879047,2718.12104794613,1568.83198378524,805.569358241487,1708.73296430042,150.66564651643,150.66564651643,10.194,5.543,9.359
DH TISAJE SL,1391,U1,2003,1704.82344654942,9,CABRERA DE MAR,746.56532376194,489.956701216936,1236.52202497888,259.077774050236,470.404305077553,1704.82344654942,13.0037769298553,19.1520273275375,8.187,1.549,1.244
FRANCISCO BACARDIT SA,1320,U1,2001,1704.00808580196,34,MANRESA,320.76777599287,580.700436072946,901.468212065816,521.215468613386,0.0,1704.00808580196,-657.505552064776,-657.475587934613,-126.149,-72.934,-38.586
MILQUERH SL,1320,U1,2022,1703.65531077662,5,MORELLA,138.239037190568,855.768329856622,994.007367047191,198.220251350301,359.999565886527,1703.65531077662,14.5901199932355,14.5901199932355,9.814,1.468,1.142
TECNOLOGIA REDERA SL,1394,U1,2022,1687.32075452115,15,COX,598.846165104795,1699.49121038051,2298.3373754853,900.043322586012,326.69995655328,1687.32075452115,8.88441109336615,8.88441109336615,1.316,0.387,0.702
TIENDAS CAMPING Y MONTANA SA,1392,U1,2021,1686.76652901893,21,VILASSAR DE DALT,86.1669402275562,1452.90186033418,1539.06880056174,1407.91251837902,0.943829814219475,1686.76652901893,54.2550657885075,54.2550657885075,5.124,3.525,4.277
NONWOVENS TECHNICAL TRUST SL,1395,U1,2022,1686.71869217461,16,TORRES DE LA ALAMEDA,482.300737569892,1184.69003447593,1666.99077204583,251.868061744726,556.946489435756,1686.71869217461,7.98742225573063,7.98742225573063,4.439,0.479,0.663
MONTSERRAT 1958 SL.,1320,U1,2022,1677.59448818429,6,BANYERES DE MARIOLA,11.0923360300303,974.813386622232,985.905722652263,25.6686446264923,107.747624319983,1677.59448818429,5.84278933269978,5.84278933269978,32.18,0.593,0.492
PROTECCION SOLAR TRAGALUZ S.L.,1399,U1,2006,1677.46607597915,17,MADRID,286.51631157481,334.779186467521,621.295498042331,110.6566470135,41.8671681627417,1677.46607597915,-22.8165552855706,16.2737920525575,-14.316,2.619,-0.944
CINTAVAZ SL,1392,U1,2022,1673.34658506638,19,ALCALA LA REAL,1431.39667197305,1650.23305417598,3081.62972614903,1288.56371612459,999.585639706802,1673.34658506638,3.00985842790604,3.00985842790604,1.703,0.098,1.311
ISABEL BLASCO SA,1396,U1,2022,1669.83331194541,29,ALBORACHE,342.406764613342,1884.87469157174,2227.28145618508,1164.24927391117,242.405959036529,1669.83331194541,15.2172058303672,15.2172058303672,1.678,0.683,1.17
INDUSTRIAL DE FORRERIA SA,1320,U1,2022,1666.59575692535,8,SABADELL,175.658259055275,2125.44641946831,2301.10467852358,1860.75897313617,170.655918121338,1666.59575692535,36.9183776764053,36.9183776764053,2.645,1.604,2.954
SHANAE SERVICIOS GERIATRICOS SL,1399,U1,2021,1663.14526617851,12,PAMPLONA/IRUNA,2095.10640627809,1753.81374898009,3848.92015525818,845.21978723402,685.292546458912,1663.14526617851,15.8421561926365,15.8421561926365,1.874,0.412,0.953
FILNAU SL,1396,U1,2022,1656.08339503306,9,PINEDA DE MAR,308.288732160765,2034.09374120023,2342.38247336099,2026.36613191384,2.77315866947174,1656.08339503306,287.593491624093,287.593491624093,18.474,12.278,22.605
